Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
4581,"['https://img03.platesmania.com/201212/m/15867034.jpg', 'https://img03.platesmania.com/201212/inf/15867034bd3fc7.png']",01 V 797 UA,Porsche Panamera,"['1st gen (970), 2009–2013', 'Tashkent, UZ, 16.07.2019 #PorscheCarsDay2 ']"
4582,"['https://img03.platesmania.com/201210/m/15857764.jpg', 'https://img03.platesmania.com/201210/inf/1585776488cd9d.png']",01 U 742 VA,Toyota Corolla,"['11th gen (Altis) Sedan (E170/E180; Global-market), 2013–', 'Tashkent, UZ, 23.07.2019']"
4583,"['https://img03.platesmania.com/201209/m/15853481.jpg', 'https://img03.platesmania.com/201209/inf/15853481a5ef55.png']",01 T 530 FB,Toyota Avalon,"['5th gen (XX50), 2018–2022', 'Tashkent, UZ, 23.10.2019']"
4584,"['https://img03.platesmania.com/201208/m/15849245.jpg', 'https://img03.platesmania.com/201208/inf/15849245db0473.png']",01 Q 018 KA,GAZ 13 Чайка,"['Tashkent, UZ, 11.08.2019']"
4585,"['https://img03.platesmania.com/201207/m/15840845.jpg', 'https://img03.platesmania.com/201207/inf/15840845dc62cb.png']",01 W 937 EB,Scania IV-series,"['Tashkent, UZ, 22.06.2019 After  #ScandinavianDay ']"
4586,"['https://img03.platesmania.com/201205/m/15834926.jpg', 'https://img03.platesmania.com/201205/inf/15834926c151c4.png']",01 X 426 KB,Lada (VAZ) 2102,"['Tashkent, UZ, 29.08.2020 #BadCarsDay3 ']"
4587,"['https://img03.platesmania.com/201204/m/15830332.jpg', 'https://img03.platesmania.com/201204/inf/158303329188e9.png']",01 W 710 VA,Infiniti Q40/Q50/Q60/G-series,"['Tashkent, UZ, 18.10.2019']"
4588,"['https://img03.platesmania.com/201203/m/15826035.jpg', 'https://img03.platesmania.com/201203/inf/1582603587b471.png']",01 F 818 PA,Mazda RX-8,"['Tashkent, UZ, 13.04.2019']"
4589,"['https://img03.platesmania.com/201202/m/15822010.jpg', 'https://img03.platesmania.com/201202/inf/158220109577fc.png']",10 T 283 DA,Nissan Sunny Van,"['Tashkent, UZ, 21.07.2020']"
4590,"['https://img03.platesmania.com/201201/m/15816809.jpg', 'https://img03.platesmania.com/201201/inf/1581680975f0c1.png']",01 C 728 NA,Moskvich (AZLK) 2138/2140,"['2140SL (2140-117), 1980–1987', 'Tashkent, UZ, 05.09.2020']"
4591,"['https://img03.platesmania.com/201128/m/15802256.jpg', 'https://img03.platesmania.com/201128/inf/158022564e5748.png']",01 D 777 AB,BMW 7 Series,"['6th gen (G11, G12), 2015–2019', 'Tashkent, UZ, 21.05.2018 #IdenticalLetters&NumbersDay2 ']"
4592,"['https://img03.platesmania.com/201125/m/15786701.jpg', 'https://img03.platesmania.com/201125/inf/1578670130ace3.png']",01 L 027 HA,Toyota Hilux,"['6th gen (N140/N150/N160/N170), 1997–2005', 'Tashkent, UZ, 8.11.2019']"
4593,"['https://img03.platesmania.com/201124/m/15782174.jpg', 'https://img03.platesmania.com/201124/inf/1578217476a248.png']",01 Y 287 WA,Izh Москвич-412 (Moskvitch-412),"['412ИЭ-028, 1982–1999', 'Tashkent, UZ, 9.11.2019']"
4594,"['https://img03.platesmania.com/201121/m/15766648.jpg', 'https://img03.platesmania.com/201121/inf/1576664874c971.png']",01 S 856 CA,Chevrolet Matiz,"['Tashkent, UZ, 10.07.2020']"
4595,"['https://img03.platesmania.com/201119/m/15756635.jpg', 'https://img03.platesmania.com/201119/inf/15756635f5ef10.png']",01 G 910 JA,Lada (VAZ) 21099,"['Tashkent, UZ, 10.07.2020']"
4596,"['https://img03.platesmania.com/201116/m/15741296.jpg', 'https://img03.platesmania.com/201116/inf/15741296ff7b03.png']",01 G 492 CA,KIA Enterprise,"[""Tashkent, UZ, 11.08.2019 A rare find, isn't it? :)""]"
4597,"['https://img03.platesmania.com/201111/m/15714974.jpg', 'https://img03.platesmania.com/201111/inf/1571497418b6aa.png']",01 X 381 JA,GAZ 3102 Волга,"['Tashkent, UZ, 10.07.2020']"
4598,"['https://img03.platesmania.com/201109/m/15705392.jpg', 'https://img03.platesmania.com/201109/inf/15705392778630.png']",01 S 071 OA,Lada (VAZ) 2108,"['Tashkent, UZ, 10.07.2020 #dog #собака ']"
4599,"['https://img03.platesmania.com/201108/m/15700261.jpg', 'https://img03.platesmania.com/201108/inf/157002614f5f5e.png']",10 X 134 BA,Lada (VAZ) 2101,"['2101 (1970–1983)', 'Tashkent, UZ, 10.07.2020']"
4600,"['https://img03.platesmania.com/201106/m/15686485.jpg', 'https://img03.platesmania.com/201106/inf/156864855fac22.png']",01 X 521 OA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Tashkent, UZ, 27.07.2020']"
4601,"['https://img03.platesmania.com/201104/m/15676614.jpg', 'https://img03.platesmania.com/201104/inf/156766141d8daa.png']",01 O 192 MA,Izh 2125,"['21251, 1982–1997', 'Tashkent, UZ, 10.07.2020']"
4602,"['https://img03.platesmania.com/201103/m/15673201.jpg', 'https://img03.platesmania.com/201103/inf/15673201fcb57c.png']",01 V 349 LA,Toyota Carina E,"['Sedan, 1992–1998', 'Tashkent, UZ, 10.07.2020']"
4603,"['https://img03.platesmania.com/201102/m/15668055.jpg', 'https://img03.platesmania.com/201102/inf/15668055fe580d.png']",10 Z 970 GA,Renault 21,"['Tashkent, UZ, 10.07.2020 After  #FrenchCarsDay3 ']"
4604,"['https://img03.platesmania.com/201101/m/15662420.jpg', 'https://img03.platesmania.com/201101/inf/15662420793b8b.png']",01 H 386 CA,Renault 11,"['Tashkent, UZ, 5.07.2020 #FrenchCarsDay3 ']"
4605,"['https://img03.platesmania.com/201101/m/15662371.jpg', 'https://img03.platesmania.com/201101/inf/1566237182205c.png']",01 K 503 NA,Peugeot 405,"['Tashkent, UZ, 27.07.2020 #FrenchCarsDay3 ']"
4606,"['https://img03.platesmania.com/201031/m/15654182.jpg', 'https://img03.platesmania.com/201031/inf/15654182ebc701.png']",01 D 939 VA,Otoyol M29.14T,"['Tashkent, UZ, 22.06.2019 #TurkishCarsDay ']"
4607,"['https://img03.platesmania.com/201028/m/15636979.jpg', 'https://img03.platesmania.com/201028/inf/1563697974ea1c.png']",01 Z 748 BB,Mercedes-Benz CLK-Klasse,"['1st gen Сoupé (C208), 1997–2002', 'Tashkent, UZ, 13.06.2020']"
4608,"['https://img03.platesmania.com/201027/m/15630814.jpg', 'https://img03.platesmania.com/201027/inf/15630814e138da.png']",01 G 344 DB,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent, UZ, 23.08.2020 #cat #котэ ']"
4609,"['https://img03.platesmania.com/201026/m/15625567.jpg', 'https://img03.platesmania.com/201026/inf/1562556723d90d.png']",10 D 160 BA,Mercedes-Benz T1,"['Tashkent, UZ, 30.06.2019 After  #germancarsday3 ']"
4610,"['https://img03.platesmania.com/201025/m/15618190.jpg', 'https://img03.platesmania.com/201025/inf/156181907dd303.png']",40 B 753 RA,Mercedes-Benz Econic,"['1st gen (957), 1998\xad–2006', 'Tashkent, UZ, 26.06.2019 #GermanCarsDay3 ']"
4611,"['https://img03.platesmania.com/201024/m/15612131.jpg', 'https://img03.platesmania.com/201024/inf/1561213144252f.png']",01 E 670 NA,Moskvich (AZLK) 2141,"['2141, 1986\xad–1997', 'Tashkent, UZ, 30.06.2019 #TuningDay ']"
4612,"['https://img03.platesmania.com/201023/m/15606767.jpg', 'https://img03.platesmania.com/201023/inf/15606767ca2cc3.png']",20 Q 483 BA,Audi 100,"['3rd gen Sedan (C3), 1982–1991 (general model)', 'Tashkent, UZ, 30.09.2020']"
4613,"['https://img03.platesmania.com/201022/m/15601231.jpg', 'https://img03.platesmania.com/201022/inf/15601231d73ab6.png']",90 B 967 NA,Toyota Vellfire,"['Tashkent, UZ, 29.08.2020']"
4614,"['https://img03.platesmania.com/201021/m/15596003.jpg', 'https://img03.platesmania.com/201021/inf/15596003cd03c9.png']",01 U 664 OA,Izh Москвич-412 (Moskvitch-412),"['412ИЭ, 1970–1982', 'Tashkent, UZ, 09.09.2020']"
4615,"['https://img03.platesmania.com/201020/m/15590138.jpg', 'https://img03.platesmania.com/201020/inf/15590138469651.png']",01 F 982 JA,Skoda Favorit,"['Tashkent, UZ, 22.09.2020']"
4616,"['https://img03.platesmania.com/201018/m/15579549.jpg', 'https://img03.platesmania.com/201018/inf/1557954906f9ca.png']",01 F 982 JA,Skoda Favorit,"['Tashkent, UZ, 22.09.2020 #CzechCarsDay2 ']"
4617,"['https://img03.platesmania.com/201018/m/15575368.jpg', 'https://img03.platesmania.com/201018/inf/15575368c401cb.png']",01 K 130 GB,Skoda Fabia,"['2nd gen Hatchback (5J), 2007-2014', 'Tashkent, UZ, 5.01.2020 #CzechCarsDay2 ']"
4618,"['https://img03.platesmania.com/201017/m/15574184.jpg', 'https://img03.platesmania.com/201017/inf/15574184cb8893.png']",01 P 845 FA,Lada (VAZ) 2111,"['Tashkent, UZ, 29.08.2020']"
4619,"['https://img03.platesmania.com/201016/m/15569939.jpg', 'https://img03.platesmania.com/201016/inf/15569939338913.png']",50 B 901 NA,DAF XF,"['Tashkent, UZ, 01.07.2019']"
4620,"['https://img03.platesmania.com/201016/m/15565787.jpg', 'https://img03.platesmania.com/201016/inf/155657874a431a.png']",01 E 829 MA,GAZ 20 Победа,"['Tashkent, UZ, 20.10.2019']"
4621,"['https://img03.platesmania.com/201013/m/15554851.jpg', 'https://img03.platesmania.com/201013/inf/1555485167acad.png']",10 Q 372 GA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent, UZ, 9.02.2019']"
4622,"['https://img03.platesmania.com/201012/m/15549418.jpg', 'https://img03.platesmania.com/201012/inf/15549418bcdfcb.png']",10 W 871 QA,Mercedes-Benz C-Klasse,"['190 Sedan (W201), 1982–1993', 'Tashkent, UZ, 9.11.2019']"
4623,"['https://img03.platesmania.com/201011/m/15544166.jpg', 'https://img03.platesmania.com/201011/inf/155441661c6288.png']",01 Y 402 TA,GAZ 31029 Волга,"['Tashkent, UZ, 4.10.2019 #RussianCarsDay2  After  #RoofRackCarsDay ']"
4624,"['https://img03.platesmania.com/201010/m/15533445.jpg', 'https://img03.platesmania.com/201010/inf/15533445b88d5d.png']",10 N 042 EA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Tashkent, UZ, 23.10.2019 #RoofRackCarsDay ']"
4625,"['https://img03.platesmania.com/201008/m/15524853.jpg', 'https://img03.platesmania.com/201008/inf/155248539f0b73.png']",01 E 829 MA,GAZ 20 Победа,"['Tashkent, UZ, 23.10.2019']"
4626,"['https://img03.platesmania.com/201007/m/15519479.jpg', 'https://img03.platesmania.com/201007/inf/15519479886309.png']",01 L 426 OA,Lada (VAZ) 2103,"['Tashkent, UZ, 30.06.2019']"
4627,"['https://img03.platesmania.com/201005/m/15508154.jpg', 'https://img03.platesmania.com/201005/inf/155081543dba14.png']",01 M 016 FB,Nissan Sunny,"['7th gen 5-door Liftback (N14; EU-market), 1990–1996', 'Tashkent, UZ, 30.09.2019']"
4628,"['https://img03.platesmania.com/201004/m/15502719.jpg', 'https://img03.platesmania.com/201004/inf/15502719e884df.png']",01 B 505 EB,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent, UZ, 23.06.2019']"
4629,"['https://img03.platesmania.com/201003/m/15496418.jpg', 'https://img03.platesmania.com/201003/inf/154964186b2915.png']",10 D 070 OA,Ford F-150,"['13th gen (P552), 2014–2020', 'Tashkent, UZ, 3.08.2019 #PickupCarsDay2 ']"
4630,"['https://img03.platesmania.com/201002/m/15489824.jpg', 'https://img03.platesmania.com/201002/inf/15489824b7c3a1.png']",01 A 139 LA,GAZ 21 Волга,"['Tashkent, UZ, 23.06.2020']"
4631,"['https://img03.platesmania.com/200926/m/15453413.jpg', 'https://img03.platesmania.com/200926/inf/15453413fdf089.png']",01 D 799 NA,Land Rover Range Rover Evoque,"['1st gen 5-door SUV (L538), 2011–2019', 'Tashkent, UZ, 7.10.2019 #LandRoverCarsDay ']"
4632,"['https://img03.platesmania.com/200924/m/15442151.jpg', 'https://img03.platesmania.com/200924/inf/15442151ace9bb.png']",10 B 905 LA,Izh Москвич-412 (Moskvitch-412),"['412ИЭ, 1970–1982', 'Tashkent, UZ, 9.11.2019']"
4633,"['https://img03.platesmania.com/200923/m/15435605.jpg', 'https://img03.platesmania.com/200923/inf/15435605320b7c.png']",10 L 215 LA,Lada (VAZ) 2106,"['Tashkent, UZ, 1.11.2019']"
4634,"['https://img03.platesmania.com/200922/m/15429443.jpg', 'https://img03.platesmania.com/200922/inf/154294437cf2de.png']",01 Y 853 BB,Lexus LS,"['Tashkent, UZ, 22.07.2019']"
4635,"['https://img03.platesmania.com/200921/m/15423548.jpg', 'https://img03.platesmania.com/200921/inf/15423548300633.png']",20 D 663 AA,GAZ 52/53,"['53/53А/53-12, 1964–1992', 'Tashkent, UZ, 11.05.2019']"
4636,"['https://img03.platesmania.com/200920/m/15417473.jpg', 'https://img03.platesmania.com/200920/inf/154174730e9ccb.png']",01 O 010 FA,Hyundai Genesis,"['2nd gen (DH), 2013–2016', 'Tashkent, UZ, 22.07.2019 #KoreanCarsDay ']"
4637,"['https://img03.platesmania.com/200919/m/15410338.jpg', 'https://img03.platesmania.com/200919/inf/154103386e6f61.png']",01 F 564 GA,Chevrolet Lacetti,"['Tashkent, UZ, 7.02.2020']"
4638,"['https://img03.platesmania.com/200917/m/15398659.jpg', 'https://img03.platesmania.com/200917/inf/15398659666916.png']",10 Y 707 GA,Chevrolet Lacetti,"['Tashkent, UZ, 7.02.2020']"
4639,"['https://img03.platesmania.com/200916/m/15392239.jpg', 'https://img03.platesmania.com/200916/inf/15392239a2b492.png']",01 J 609 CB,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent, UZ, 07.02.2020']"
4640,"['https://img03.platesmania.com/200913/m/15375035.jpg', 'https://img03.platesmania.com/200913/inf/15375035fced70.png']",01 R 798 OA,Moskvich (AZLK) 2138/2140,"['2138/2140, 1976–1988', 'Tashkent, UZ, 04.09.2019 #OldtimersDay ']"
4641,"['https://img03.platesmania.com/200912/m/15369103.jpg', 'https://img03.platesmania.com/200912/inf/15369103927002.png']",10 F 671 RA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent, UZ, 19.07.2019']"
4642,"['https://img03.platesmania.com/200911/m/15363239.jpg', 'https://img03.platesmania.com/200911/inf/153632394f63ec.png']",01 U 791 EB,Chevrolet Damas,"['Tashkent, UZ, 2.10.2019']"
4643,"['https://img03.platesmania.com/200905/m/15324152.jpg', 'https://img03.platesmania.com/200905/inf/15324152f93312.png']",01 F 242 VA,Audi A6,"['Tashkent, UZ, 28.07.2019']"
4644,"['https://img03.platesmania.com/200904/m/15318129.jpg', 'https://img03.platesmania.com/200904/inf/15318129b053a6.png']",70 T 219 NA,Chevrolet 2123 Niva,"['Tashkent, UZ, 4.07.2019']"
4645,"['https://img03.platesmania.com/200904/m/15314020.jpg', 'https://img03.platesmania.com/200904/inf/1531402039a689.png']",01 C 150 RA,Chevrolet Spark,"['Tashkent, UZ, 12.09.2019']"
4646,"['https://img03.platesmania.com/200902/m/15306625.jpg', 'https://img03.platesmania.com/200902/inf/15306625f2ef6c.png']",10 W 256 QA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent, UZ, 4.07.2019']"
4647,"['https://img03.platesmania.com/200831/m/15295483.jpg', 'https://img03.platesmania.com/200831/inf/152954831b0c27.png']",01 K 271 BA,Hyundai Lantra,"['Tashkent, UZ, 4.06.2020 ']"
4648,"['https://img03.platesmania.com/200829/m/15282619.jpg', 'https://img03.platesmania.com/200829/inf/15282619e1ad2d.png']",01 R 192 GB,ZIL 4318,"['Tashkent, UZ, 12.07.2020 #FuelCarsDay ']"
4649,"['https://img03.platesmania.com/200829/m/15282614.jpg', 'https://img03.platesmania.com/200829/inf/15282614b16893.png']",01 R 192 GB,ZIL 4318,"['Tashkent, UZ, 12.07.2020 #FuelCarsDay ']"
4650,"['https://img03.platesmania.com/200826/m/15267021.jpg', 'https://img03.platesmania.com/200826/inf/152670211ca15a.png']",01 K 260 LA,Chevrolet Matiz,"['Tashkent, UZ, 13.07.2019']"
4651,"['https://img03.platesmania.com/200825/m/15260889.jpg', 'https://img03.platesmania.com/200825/inf/15260889ace81e.png']",01 W 368 LA,GAZ 24 Волга,"['24-10/11/17 Sedan, facelift, 1986–1992', 'Tashkent, UZ, 13.07.2019']"
4652,"['https://img03.platesmania.com/200822/m/15242238.jpg', 'https://img03.platesmania.com/200822/inf/152422383c25de.png']",01 M 830 AB,KIA Sportage,"['Tashkent, UZ, 29.06.2019']"
4653,"['https://img03.platesmania.com/200821/m/15235897.jpg', 'https://img03.platesmania.com/200821/inf/152358975ac04c.png']",10 C 661 GA,Daewoo Nexia,"['1st gen, 1994-2008', 'Tashkent, UZ, 20.10.2019']"
4654,"['https://img03.platesmania.com/200820/m/15230426.jpg', 'https://img03.platesmania.com/200820/inf/15230426f26a63.png']",01 Z 350 YA,Toyota Land Cruiser Prado,"['Tashkent, UZ, 11.09.2019 #HungaryNationalDay ']"
4655,"['https://img03.platesmania.com/200819/m/15224074.jpg', 'https://img03.platesmania.com/200819/inf/15224074647d91.png']",01 G 942 NA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Tashkent, UZ, 1.10.2019']"
4656,"['https://img03.platesmania.com/200818/m/15219319.jpg', 'https://img03.platesmania.com/200818/inf/15219319013521.png']",01 V 725 FB,BMW X5,"['3rd gen (F15), 2013–2018', 'Tashkent, UZ, 14.03.2020']"
4657,"['https://img03.platesmania.com/200816/m/15208796.jpg', 'https://img03.platesmania.com/200816/inf/15208796ba6aae.png']",01 N 927 CA,Daewoo Prince,"['Tashkent, UZ, 21.06.2020']"
4658,"['https://img03.platesmania.com/200814/m/15197805.jpg', 'https://img03.platesmania.com/200814/inf/15197805344dfb.png']",01 L 537 HA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent, UZ, 29.06.2019 Переделан в пикап']"
4659,"['https://img03.platesmania.com/200812/m/15186338.jpg', 'https://img03.platesmania.com/200812/inf/15186338d2eb85.png']",01 E 279 AA,BMW 3 Series,"['3rd gen Sedan (E36), 1990–1998', 'Tashkent, UZ, 16.02.2018']"
4660,"['https://img03.platesmania.com/200811/m/15179493.jpg', 'https://img03.platesmania.com/200811/inf/15179493ebca6a.png']",01 P 040 CA,Mercedes-Benz G-Klasse,"['Tashkent, UZ, 11.02.2018']"
4661,"['https://img03.platesmania.com/200810/m/15174649.jpg', 'https://img03.platesmania.com/200810/inf/151746499ea62b.png']",01 B 183 DB,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent, UZ, 12.10.2019']"
4662,"['https://img03.platesmania.com/200809/m/15169842.jpg', 'https://img03.platesmania.com/200809/inf/15169842df5d13.png']",01 Y 303 SA,Chevrolet Lacetti,"['Tashkent, UZ, 02.09.2019']"
4663,"['https://img03.platesmania.com/200804/m/15143460.jpg', 'https://img03.platesmania.com/200804/inf/15143460202bb4.png']",10 K 375 EA,ZAZ 966/968,"['968М, 1979–1994', 'Tashkent, UZ, 27.07.2020']"
4664,"['https://img03.platesmania.com/200803/m/15137096.jpg', 'https://img03.platesmania.com/200803/inf/151370963b51fd.png']",01 F 065 SA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent, UZ, 20.11.2019']"
4665,"['https://img03.platesmania.com/200802/m/15131520.jpg', 'https://img03.platesmania.com/200802/inf/15131520c5324f.png']",01 B 776 ZA,Peugeot Partner,"['Tashkent, UZ, 29.08.2019 #FrenchCarsDay2 ']"
4666,"['https://img03.platesmania.com/200801/m/15124560.jpg', 'https://img03.platesmania.com/200801/inf/15124560fda91f.png']",01 A 707 UA,Mercedes-Benz E-Klasse,"['Tashkent, UZ, 11.11.2019 #VowelPlatesDay ']"
